,id,types,rarity,skin,total_traits,total_hidden_traits
2347,2347,Male,9481,Mid,2,0
2348,2348,Male,6002,Mid,3,0
2349,2349,Male,5873,Light,2,0
2350,2350,Male,6334,Mid,4,1
2351,2351,Female,7144,Dark,2,0
2352,2352,Male,9426,Mid,2,0
2353,2353,Male,2856,Mid,3,0
2354,2354,Male,8465,Dark,2,0
2355,2355,Male,6409,Light,2,0
2356,2356,Male,4972,Mid,4,1
2357,2357,Male,6845,Albino,3,1
2358,2358,Female,9877,Light,4,0
2359,2359,Female,1702,Mid,4,0
2360,2360,Female,1283,Albino,3,1
2361,2361,Female,8697,Light,2,0
2362,2362,Male,1023,Dark,4,0
2363,2363,Male,6973,Mid,3,0
2364,2364,Male,912,Light,3,0
2365,2365,Male,6591,Light,4,0
2366,2366,Male,9215,Mid,2,0
2367,2367,Male,8025,Albino,1,0
2368,2368,Female,244,Mid,2,0
2369,2369,Male,6773,Dark,3,0
2370,2370,Female,2415,Mid,2,0
2371,2371,Female,588,Mid,2,0
2372,2372,Female,1126,Mid,2,0
2373,2373,Male,4011,Light,2,0
2374,2374,Male,7544,Light,3,0
2375,2375,Male,2526,Light,4,0
2376,2376,Male,5538,Mid,2,0
2377,2377,Male,1016,Mid,3,0
2378,2378,Male,5593,Light,3,0
2379,2379,Male,5235,Light,2,0
2380,2380,Female,2098,Light,3,0
2381,2381,Female,1337,Dark,2,0
2382,2382,Female,1492,Dark,2,0
2383,2383,Male,6298,Dark,3,0
2384,2384,Female,2794,Light,2,0
2385,2385,Male,4480,Mid,3,0
2386,2386,Ape,49,Ape,2,0
2387,2387,Female,1096,Light,3,0
2388,2388,Male,8510,Light,3,0
2389,2389,Male,4645,Light,3,0
2390,2390,Female,1956,Albino,2,0
2391,2391,Female,2560,Mid,1,0
2392,2392,Male,8995,Mid,2,0
2393,2393,Female,2342,Albino,2,0
2394,2394,Female,455,Albino,2,0
2395,2395,Female,2281,Dark,3,0
2396,2396,Female,8060,Light,1,0
2397,2397,Female,2317,Dark,4,0
2398,2398,Female,5660,Dark,4,0
2399,2399,Male,7138,Light,2,0
2400,2400,Female,3464,Light,2,0
2401,2401,Male,4053,Mid,3,0
2402,2402,Male,9753,Light,3,0
2403,2403,Female,8681,Dark,2,0
2404,2404,Male,6127,Dark,3,0
2405,2405,Male,7301,Light,3,0
2406,2406,Male,2878,Dark,2,0
2407,2407,Female,5651,Mid,2,0
2408,2408,Male,8145,Mid,3,0
2409,2409,Female,962,Dark,2,0
2410,2410,Male,6290,Mid,3,0
2411,2411,Female,1729,Dark,2,0
2412,2412,Male,4607,Mid,3,0
2413,2413,Female,5799,Light,4,0
2414,2414,Male,4542,Light,1,0
2415,2415,Male,974,Mid,2,0
2416,2416,Male,3816,Dark,2,0
2417,2417,Male,6961,Light,3,0
2418,2418,Female,6532,Light,2,0
2419,2419,Male,352,Mid,3,0
2420,2420,Male,4046,Light,3,0
2421,2421,Male,4238,Dark,3,0
2422,2422,Female,655,Dark,2,0
2423,2423,Male,2883,Dark,3,0
2424,2424,Zombie,508,Zombie,3,0
2425,2425,Female,8536,Mid,2,0
2426,2426,Female,208,Light,3,0
2427,2427,Male,9699,Dark,2,0
2428,2428,Female,9379,Light,3,0
2429,2429,Female,2496,Mid,3,0
2430,2430,Male,5843,Mid,4,0
2431,2431,Female,8883,Dark,3,0
2432,2432,Female,1320,Light,2,0
2433,2433,Male,5611,Mid,3,0
2434,2434,Male,5868,Light,3,0
2435,2435,Male,4981,Dark,3,1
2436,2436,Female,1200,Mid,3,0
2437,2437,Male,6350,Dark,2,0
2438,2438,Male,6364,Dark,2,0
2439,2439,Male,1389,Light,2,0
2440,2440,Male,4202,Light,2,0
2441,2441,Male,4224,Mid,3,0
2442,2442,Female,5696,Mid,3,0
2443,2443,Male,3249,Dark,2,0
2444,2444,Male,3906,Light,2,0
2445,2445,Female,4523,Dark,1,0
2446,2446,Male,8724,Light,3,0
2447,2447,Female,8572,Light,4,0
2448,2448,Male,8192,Dark,2,0
2449,2449,Male,3484,Dark,3,0
2450,2450,Male,3519,Dark,4,0
2451,2451,Male,9184,Dark,3,0
2452,2452,Male,3546,Light,4,0
2453,2453,Male,6022,Light,3,0
2454,2454,Female,1543,Light,3,0
2455,2455,Female,1721,Light,3,0
2456,2456,Male,6960,Light,2,0
2457,2457,Male,5172,Mid,3,0
2458,2458,Male,8870,Dark,2,0
2459,2459,Male,7289,Albino,3,0
2460,2460,Ape,42,Ape,2,0
2461,2461,Female,8485,Mid,3,0
2462,2462,Female,8567,Dark,2,0
2463,2463,Male,1818,Dark,3,0
2464,2464,Male,4851,Mid,3,1
2465,2465,Male,6427,Mid,3,0
2466,2466,Male,4366,Mid,2,0
2467,2467,Female,3671,Mid,3,0
2468,2468,Male,7624,Dark,3,0
2469,2469,Male,4385,Mid,4,0
2470,2470,Male,6536,Light,3,0
2471,2471,Male,4387,Dark,2,0
2472,2472,Male,6605,Mid,4,0
2473,2473,Male,6422,Albino,2,0
2474,2474,Male,7810,Light,4,0
2475,2475,Female,2454,Dark,2,0
2476,2476,Female,2277,Light,2,0
2477,2477,Male,4655,Albino,2,0
2478,2478,Female,157,Dark,2,0
2479,2479,Male,827,Light,1,0
2480,2480,Male,5913,Dark,2,0
2481,2481,Female,9909,Mid,2,0
2482,2482,Male,3817,Light,2,0
2483,2483,Male,9002,Mid,3,0
2484,2484,Zombie,555,Zombie,2,0
2485,2485,Male,3261,Dark,2,0
2486,2486,Female,5405,Dark,3,1
2487,2487,Female,8050,Dark,1,0
2488,2488,Female,2578,Mid,2,0
2489,2489,Male,4744,Dark,3,0
2490,2490,Male,2124,Dark,4,0
2491,2491,Ape,43,Ape,1,0
2492,2492,Male,1800,Mid,3,0
2493,2493,Male,9116,Light,2,0
2494,2494,Male,4254,Light,3,0
2495,2495,Male,2504,Albino,4,0
2496,2496,Female,2019,Mid,4,1
2497,2497,Male,5455,Mid,4,0
2498,2498,Male,7472,Dark,4,0
2499,2499,Male,6869,Albino,3,0
2500,2500,Male,6042,Light,3,0
2501,2501,Male,4009,Mid,3,0
2502,2502,Female,624,Mid,3,0
2503,2503,Male,6074,Dark,3,0
2504,2504,Male,7587,Mid,3,0
2505,2505,Male,6191,Dark,4,0
2506,2506,Male,5940,Light,2,0
2507,2507,Female,9247,Light,3,0
2508,2508,Male,4018,Albino,1,0
2509,2509,Male,769,Mid,2,0
2510,2510,Male,3453,Light,3,0
2511,2511,Male,9331,Dark,2,0
2512,2512,Male,8162,Mid,3,0
2513,2513,Male,7463,Albino,2,0
2514,2514,Female,8830,Albino,2,0
2515,2515,Female,305,Mid,3,1
2516,2516,Female,9303,Dark,2,0
2517,2517,Female,2426,Mid,2,0
2518,2518,Male,6677,Dark,4,0
2519,2519,Male,4048,Dark,2,0
2520,2520,Male,6107,Light,3,0
2521,2521,Female,9050,Mid,3,0
2522,2522,Male,9332,Dark,2,0
2523,2523,Female,1662,Light,3,0
2524,2524,Male,7193,Mid,3,0
2525,2525,Female,3710,Dark,4,1
2526,2526,Female,4530,Mid,1,0
2527,2527,Female,707,Dark,3,0
2528,2528,Male,8949,Mid,3,0
2529,2529,Male,6675,Mid,3,0
2530,2530,Female,8941,Albino,2,0
2531,2531,Female,8010,Dark,3,0
2532,2532,Female,1144,Light,3,0
2533,2533,Female,2814,Mid,4,0
2534,2534,Male,6323,Dark,2,0
2535,2535,Male,7509,Light,3,0
2536,2536,Male,1443,Dark,2,0
2537,2537,Male,4768,Light,3,0
2538,2538,Male,5970,Dark,3,0
2539,2539,Male,1777,Light,3,0
2540,2540,Female,169,Light,2,0
2541,2541,Male,2944,Mid,2,0
2542,2542,Male,6138,Light,3,0
2543,2543,Female,9691,Light,2,0
2544,2544,Female,3689,Light,2,0
2545,2545,Male,9159,Albino,2,0
2546,2546,Female,2663,Dark,3,1
2547,2547,Male,9998,Light,2,0
2548,2548,Male,4219,Mid,3,0
2549,2549,Female,166,Light,3,1
2550,2550,Male,4909,Mid,2,0
2551,2551,Female,1915,Light,3,1
2552,2552,Female,5350,Light,3,0
2553,2553,Male,7140,Mid,2,0
2554,2554,Female,8544,Light,2,0
2555,2555,Female,7991,Light,2,0
2556,2556,Male,7522,Dark,3,0
2557,2557,Male,7218,Dark,3,0
2558,2558,Female,8479,Light,2,0
2559,2559,Male,8308,Mid,3,0
2560,2560,Zombie,511,Zombie,4,0
2561,2561,Male,4784,Dark,2,0
2562,2562,Female,5750,Mid,4,0
2563,2563,Female,9329,Dark,2,0
2564,2564,Male,6114,Mid,2,0
2565,2565,Male,9121,Dark,3,0
2566,2566,Zombie,521,Zombie,2,0
2567,2567,Male,3811,Light,3,0
2568,2568,Male,9571,Light,2,0
2569,2569,Male,7457,Mid,3,0
2570,2570,Male,6587,Mid,3,0
2571,2571,Male,4218,Mid,3,0
2572,2572,Male,2047,Albino,3,0
2573,2573,Male,2157,Albino,1,0
2574,2574,Male,3197,Dark,3,1
2575,2575,Male,8587,Mid,2,0
2576,2576,Male,4512,Albino,1,0
2577,2577,Male,7197,Dark,3,0
2578,2578,Female,4539,Dark,1,0
2579,2579,Male,4769,Light,2,0
2580,2580,Male,6595,Mid,2,0
2581,2581,Male,1380,Albino,3,0
2582,2582,Male,7368,Albino,3,0
2583,2583,Female,8488,Mid,2,0
2584,2584,Male,6051,Light,2,0
2585,2585,Male,1830,Light,3,0
2586,2586,Male,5117,Light,3,0
2587,2587,Male,5273,Mid,3,0
2588,2588,Female,898,Albino,4,1
2589,2589,Female,998,Mid,2,0
2590,2590,Male,3846,Dark,4,0
2591,2591,Female,2758,Light,2,0
2592,2592,Male,4702,Light,3,0
2593,2593,Male,7352,Mid,3,0
2594,2594,Female,8410,Dark,2,0
2595,2595,Male,9761,Dark,4,0
2596,2596,Female,4398,Mid,1,0
2597,2597,Male,6684,Dark,2,0
2598,2598,Female,9666,Mid,2,0
2599,2599,Male,6036,Light,3,0
2600,2600,Male,7796,Light,2,0
2601,2601,Female,226,Mid,2,0
2602,2602,Female,2043,Dark,2,0
2603,2603,Male,9810,Mid,2,0
2604,2604,Male,5614,Light,2,0
2605,2605,Female,286,Mid,2,0
2606,2606,Male,8689,Light,2,0
2607,2607,Male,5531,Mid,3,0
2608,2608,Female,877,Albino,4,0
2609,2609,Male,6989,Albino,3,0
2610,2610,Female,8341,Light,3,0
2611,2611,Male,4110,Dark,3,0
2612,2612,Male,5500,Light,2,0
2613,2613,Female,396,Dark,3,0
2614,2614,Male,3960,Dark,3,0
2615,2615,Male,8184,Albino,3,0
2616,2616,Male,4865,Mid,2,0
2617,2617,Female,5919,Light,3,0
2618,2618,Female,2181,Dark,3,0
2619,2619,Male,3313,Light,5,0
2620,2620,Male,6287,Light,3,0
2621,2621,Female,317,Light,2,1
2622,2622,Female,3402,Light,3,0
2623,2623,Female,1305,Dark,4,1
2624,2624,Female,1336,Light,3,1
2625,2625,Male,6081,Albino,3,0
2626,2626,Female,746,Light,2,0
2627,2627,Female,7206,Mid,2,0
2628,2628,Female,9412,Light,3,0
2629,2629,Female,9253,Mid,3,0
2630,2630,Male,9385,Mid,2,0
2631,2631,Male,2871,Dark,3,0
2632,2632,Male,5291,Albino,4,0
2633,2633,Male,4973,Dark,2,0
2634,2634,Female,2383,Light,2,0
2635,2635,Male,6692,Dark,2,0
2636,2636,Male,4286,Light,2,0
2637,2637,Male,3182,Dark,2,0
2638,2638,Female,9984,Albino,2,0
2639,2639,Male,3321,Mid,5,0
2640,2640,Male,7504,Albino,3,0
2641,2641,Male,1434,Dark,3,0
2642,2642,Male,6059,Dark,4,0
2643,2643,Female,616,Mid,3,0
2644,2644,Male,4237,Light,3,1
2645,2645,Female,1298,Albino,3,0
2646,2646,Female,281,Mid,1,0
2647,2647,Male,7727,Mid,2,0
2648,2648,Male,5325,Dark,3,0
2649,2649,Female,1550,Dark,2,0
2650,2650,Male,2900,Dark,4,0
2651,2651,Female,9669,Albino,3,0
2652,2652,Female,9959,Mid,3,0
2653,2653,Male,5469,Albino,4,0
2654,2654,Female,2631,Albino,3,1
2655,2655,Male,4113,Mid,3,0
2656,2656,Male,4400,Dark,1,0
2657,2657,Male,3282,Light,5,0
2658,2658,Female,1950,Light,3,0
2659,2659,Female,5429,Mid,4,0
2660,2660,Female,1604,Dark,2,0
2661,2661,Male,8799,Mid,3,0
2662,2662,Male,6435,Dark,3,0
2663,2663,Male,9539,Dark,2,0
2664,2664,Female,1247,Light,3,0
2665,2665,Male,3228,Dark,2,0
2666,2666,Male,8324,Dark,2,0
2667,2667,Male,9455,Albino,3,0
2668,2668,Male,6228,Light,3,0
2669,2669,Male,6142,Light,2,0
2670,2670,Male,9765,Light,3,0
2671,2671,Male,8252,Mid,2,0
2672,2672,Male,3128,Dark,4,1
2673,2673,Male,7614,Light,4,0
2674,2674,Male,5132,Mid,2,0
2675,2675,Female,5705,Light,3,0
2676,2676,Female,215,Dark,1,0
2677,2677,Male,8921,Dark,2,0
2678,2678,Male,357,Dark,3,0
2679,2679,Male,7226,Mid,2,0
2680,2680,Female,102,Light,4,0
2681,2681,Zombie,541,Zombie,2,0
2682,2682,Female,3597,Mid,2,0
2683,2683,Male,5053,Mid,2,0
2684,2684,Male,2120,Dark,2,0
2685,2685,Male,3183,Light,2,0
2686,2686,Female,2223,Mid,2,0
2687,2687,Male,6722,Light,4,0
2688,2688,Male,2092,Dark,4,0
2689,2689,Male,4448,Light,2,0
2690,2690,Female,677,Dark,2,0
2691,2691,Male,4328,Dark,3,0
2692,2692,Female,7893,Mid,4,0
2693,2693,Male,4359,Light,2,0
2694,2694,Male,5142,Dark,3,0
2695,2695,Male,6736,Mid,3,0
2696,2696,Female,9151,Dark,3,0
2697,2697,Female,2779,Albino,3,0
2698,2698,Female,110,Mid,2,0
2699,2699,Male,6135,Albino,2,0
2700,2700,Female,9647,Albino,3,0
2701,2701,Male,5870,Light,4,0
2702,2702,Male,9470,Mid,3,0
2703,2703,Female,683,Mid,2,0
2704,2704,Female,2863,Albino,3,0
2705,2705,Female,427,Dark,2,0
2706,2706,Female,2683,Light,2,0
2707,2707,Female,5637,Mid,3,0
2708,2708,Zombie,566,Zombie,2,0
2709,2709,Male,9628,Mid,2,0
2710,2710,Female,2634,Dark,3,1
2711,2711,Ape,37,Ape,2,0
2712,2712,Female,956,Light,2,0
2713,2713,Female,1202,Light,2,0
2714,2714,Female,9993,Albino,2,0
2715,2715,Male,3489,Mid,4,1
2716,2716,Female,1598,Dark,3,0
2717,2717,Female,185,Mid,2,0
2718,2718,Male,5001,Dark,3,1
2719,2719,Male,6240,Mid,2,0
2720,2720,Male,7184,Mid,3,0
2721,2721,Female,2764,Mid,4,0
2722,2722,Male,7733,Light,2,0
2723,2723,Female,1307,Dark,3,1
2724,2724,Male,5615,Mid,2,0
2725,2725,Female,441,Mid,2,0
2726,2726,Male,3797,Light,4,0
2727,2727,Male,5224,Albino,3,0
2728,2728,Male,6255,Light,4,0
2729,2729,Male,1369,Mid,2,0
2730,2730,Female,3058,Albino,2,0
2731,2731,Female,2512,Mid,4,1
2732,2732,Male,6738,Mid,3,0
2733,2733,Male,6139,Dark,2,0
2734,2734,Female,2585,Dark,2,0
2735,2735,Female,5897,Mid,3,0
2736,2736,Female,1742,Light,2,0
2737,2737,Male,6495,Mid,4,0
2738,2738,Male,8444,Dark,3,0
2739,2739,Male,7255,Dark,4,0
2740,2740,Female,1487,Light,3,0
2741,2741,Female,297,Dark,2,0
2742,2742,Female,1287,Dark,4,0
2743,2743,Female,2614,Albino,3,0
2744,2744,Male,8273,Dark,3,0
2745,2745,Male,6926,Light,4,0
2746,2746,Male,9025,Mid,2,0
2747,2747,Male,3159,Dark,3,0
2748,2748,Male,782,Mid,2,0
2749,2749,Male,8665,Mid,2,0
2750,2750,Male,4765,Dark,3,0
2751,2751,Female,1959,Light,3,1
2752,2752,Male,8303,Light,2,0
2753,2753,Male,3378,Light,4,0
2754,2754,Female,9429,Mid,3,0
2755,2755,Female,5809,Mid,3,0
2756,2756,Female,8365,Dark,3,0
2757,2757,Male,3547,Dark,3,0
2758,2758,Male,4718,Dark,3,0
2759,2759,Female,159,Albino,1,0
2760,2760,Female,580,Dark,2,0
2761,2761,Female,2442,Dark,3,0
2762,2762,Male,2920,Mid,2,0
2763,2763,Male,5176,Dark,3,1
2764,2764,Male,7045,Mid,3,0
2765,2765,Male,4693,Dark,2,0
2766,2766,Male,3908,Light,3,0
2767,2767,Male,1045,Mid,3,0
2768,2768,Male,4517,Dark,1,0
2769,2769,Male,7786,Mid,3,0
2770,2770,Male,6455,Light,3,0
2771,2771,Male,8984,Dark,2,0
2772,2772,Female,8455,Light,4,0
2773,2773,Male,3564,Light,2,0
2774,2774,Male,9814,Light,3,0
2775,2775,Female,8710,Mid,2,0
2776,2776,Male,961,Mid,3,0
2777,2777,Male,6908,Dark,3,0
2778,2778,Male,6084,Dark,3,0
2779,2779,Male,5588,Mid,3,0
2780,2780,Male,8782,Mid,3,0
2781,2781,Female,2077,Mid,2,0
2782,2782,Female,9762,Dark,3,0
2783,2783,Male,9899,Mid,2,0
2784,2784,Male,6788,Dark,3,0
2785,2785,Male,6987,Mid,3,0
2786,2786,Male,9919,Mid,4,0
2787,2787,Female,5379,Mid,3,0
2788,2788,Male,5966,Mid,4,0
2789,2789,Male,2256,Light,3,0
2790,2790,Male,7056,Dark,2,0
2791,2791,Male,5578,Dark,2,0
2792,2792,Female,2712,Dark,3,0
2793,2793,Female,1103,Mid,3,0
2794,2794,Male,6526,Light,3,0
2795,2795,Female,979,Mid,3,0
2796,2796,Male,7782,Dark,3,0
2797,2797,Male,7308,Light,3,0
2798,2798,Male,4726,Dark,3,0
2799,2799,Female,9530,Albino,3,1
2800,2800,Female,279,Dark,1,0
2801,2801,Male,8309,Dark,2,0
2802,2802,Male,9804,Dark,2,0
2803,2803,Male,6199,Dark,3,0
2804,2804,Male,933,Mid,3,0
2805,2805,Male,3955,Dark,2,0
2806,2806,Male,3199,Light,2,0
2807,2807,Female,7926,Dark,4,1
2808,2808,Female,8925,Dark,2,0
2809,2809,Male,7011,Mid,2,0
2810,2810,Male,7572,Light,2,0
2811,2811,Female,1596,Mid,3,0
2812,2812,Female,5878,Dark,3,0
2813,2813,Female,1206,Dark,2,0
2814,2814,Female,2041,Dark,4,1
2815,2815,Female,2827,Light,4,1
2816,2816,Female,2450,Light,3,0
2817,2817,Female,8562,Albino,3,0
2818,2818,Male,6892,Dark,3,0
2819,2819,Male,2057,Light,4,1
2820,2820,Male,6275,Dark,3,0
2821,2821,Female,9870,Dark,2,0
2822,2822,Female,5440,Mid,2,0
2823,2823,Male,4931,Dark,2,0
2824,2824,Male,6652,Albino,2,0
2825,2825,Male,5525,Light,3,0
2826,2826,Female,7980,Light,3,1
2827,2827,Male,3905,Dark,2,0
2828,2828,Female,607,Dark,3,0
2829,2829,Female,1992,Albino,3,1
2830,2830,Male,7776,Light,4,0
2831,2831,Female,1302,Dark,3,0
2832,2832,Female,2823,Dark,2,0
2833,2833,Male,1374,Albino,2,0
2834,2834,Male,3786,Dark,2,0
2835,2835,Male,6756,Light,4,0
2836,2836,Female,406,Light,4,1
2837,2837,Female,5709,Dark,2,0
2838,2838,Male,8236,Light,2,0
2839,2839,Female,9113,Light,2,0
2840,2840,Male,4764,Mid,2,0
2841,2841,Female,872,Dark,2,0
2842,2842,Male,7027,Mid,3,0
2843,2843,Female,3333,Dark,5,1
2844,2844,Female,170,Mid,2,0
2845,2845,Male,2593,Light,3,0
2846,2846,Female,9692,Mid,2,0
2847,2847,Male,8907,Light,3,0
2848,2848,Male,6683,Light,3,0
2849,2849,Female,8642,Mid,2,0
2850,2850,Female,9732,Dark,2,0
2851,2851,Male,4077,Albino,2,0
2852,2852,Female,1295,Light,4,1
2853,2853,Male,7058,Mid,2,0
2854,2854,Male,3933,Mid,3,0
2855,2855,Male,5566,Mid,2,0
2856,2856,Male,7097,Mid,3,0
2857,2857,Female,448,Mid,3,0
2858,2858,Female,8362,Dark,3,0
2859,2859,Male,1819,Mid,3,0
2860,2860,Female,9170,Mid,2,0
2861,2861,Male,4524,Light,1,0
2862,2862,Male,7680,Light,2,0
2863,2863,Male,2873,Dark,2,0
2864,2864,Male,6570,Mid,3,0
2865,2865,Male,3779,Dark,2,0
2866,2866,Male,7765,Albino,4,0
2867,2867,Female,678,Mid,2,0
2868,2868,Male,5052,Light,2,0
2869,2869,Male,6443,Light,2,0
2870,2870,Male,6205,Mid,2,0
2871,2871,Male,9650,Dark,3,0
2872,2872,Male,2870,Light,3,0
2873,2873,Male,2104,Mid,3,0
2874,2874,Male,4152,Light,3,0
2875,2875,Male,5487,Mid,2,0
2876,2876,Female,5946,Mid,3,0
2877,2877,Male,5093,Dark,2,0
2878,2878,Male,7612,Dark,3,0
2879,2879,Male,3207,Mid,2,0
2880,2880,Male,9169,Light,2,0
2881,2881,Male,7213,Dark,3,0
2882,2882,Male,4483,Albino,2,0
2883,2883,Male,8002,Dark,2,0
2884,2884,Female,153,Mid,2,0
2885,2885,Male,3362,Mid,5,0
2886,2886,Male,4848,Dark,3,0
2887,2887,Male,796,Mid,2,0
2888,2888,Female,9029,Dark,3,0
2889,2889,Female,177,Dark,3,0
2890,2890,Alien,14,Alien,1,0
2891,2891,Female,231,Albino,2,0
2892,2892,Male,806,Mid,3,0
2893,2893,Female,1685,Light,3,0
2894,2894,Male,3264,Mid,5,1
2895,2895,Male,1391,Mid,2,0
2896,2896,Female,2481,Dark,3,1
2897,2897,Male,8660,Dark,2,0
2898,2898,Male,7541,Dark,3,0
2899,2899,Male,3125,Dark,2,0
2900,2900,Female,196,Light,2,1
2901,2901,Male,6774,Albino,4,0
2902,2902,Male,7506,Albino,2,0
2903,2903,Female,8966,Albino,4,0
2904,2904,Female,128,Dark,4,0
2905,2905,Female,8931,Dark,3,0
2906,2906,Male,5097,Light,3,0
2907,2907,Male,7342,Dark,3,0
2908,2908,Male,7176,Dark,2,0
2909,2909,Female,168,Dark,2,0
2910,2910,Male,854,Mid,2,0
2911,2911,Male,3499,Mid,3,0
2912,2912,Male,7514,Dark,2,0
2913,2913,Male,6007,Mid,3,0
2914,2914,Female,9451,Albino,2,0
2915,2915,Female,8456,Dark,4,0
2916,2916,Male,4129,Dark,3,0
2917,2917,Female,9974,Mid,2,0
2918,2918,Female,3598,Dark,3,0
2919,2919,Female,2673,Dark,2,0
2920,2920,Female,2650,Dark,2,0
2921,2921,Male,7592,Mid,2,0
2922,2922,Male,6361,Light,3,0
2923,2923,Male,394,Light,4,0
2924,2924,Ape,38,Ape,1,0
2925,2925,Male,4066,Dark,3,0
2926,2926,Male,6705,Mid,3,0
2927,2927,Male,4451,Mid,1,0
2928,2928,Male,8671,Light,3,0
2929,2929,Male,9350,Mid,2,0
2930,2930,Male,2643,Mid,2,0
2931,2931,Male,9782,Light,2,0
2932,2932,Male,4421,Mid,1,0
2933,2933,Male,9986,Dark,3,0
2934,2934,Male,7237,Dark,2,0
2935,2935,Male,1772,Dark,4,0
2936,2936,Male,7282,Dark,3,0
2937,2937,Female,5431,Dark,3,0
2938,2938,Zombie,539,Zombie,1,0
2939,2939,Male,8946,Light,2,0
2940,2940,Female,876,Albino,5,1
2941,2941,Female,5833,Mid,2,0
2942,2942,Male,966,Dark,2,0
2943,2943,Female,8442,Light,3,0
2944,2944,Male,9366,Light,3,0
2945,2945,Female,2463,Dark,4,1
2946,2946,Female,3056,Light,3,1
2947,2947,Male,5071,Dark,4,0
2948,2948,Male,7178,Light,2,0
2949,2949,Male,3558,Light,4,0
2950,2950,Female,8034,Dark,1,0
2951,2951,Male,3916,Light,2,0
2952,2952,Male,9003,Mid,3,0
2953,2953,Male,5846,Mid,4,0
2954,2954,Female,1581,Albino,2,0
2955,2955,Male,4111,Dark,3,0
2956,2956,Male,9615,Dark,3,0
2957,2957,Male,9266,Albino,4,0
2958,2958,Female,711,Light,2,0
2959,2959,Male,7375,Albino,3,0
2960,2960,Female,3479,Mid,2,0
2961,2961,Male,1789,Mid,4,1
2962,2962,Male,6785,Mid,4,0
2963,2963,Female,5388,Mid,3,0
2964,2964,Male,76,Light,1,0
2965,2965,Male,6912,Mid,3,0
2966,2966,Female,5626,Dark,3,0
2967,2967,Zombie,513,Zombie,2,0
2968,2968,Female,5852,Light,3,0
2969,2969,Female,9354,Mid,3,0
2970,2970,Male,9778,Dark,3,0
2971,2971,Male,7774,Dark,3,0
2972,2972,Female,8438,Mid,2,0
2973,2973,Female,7977,Dark,3,0
2974,2974,Female,8340,Dark,3,0
2975,2975,Male,4694,Light,2,0
2976,2976,Male,8640,Dark,2,0
2977,2977,Female,2570,Light,3,0
2978,2978,Female,717,Mid,3,0
2979,2979,Male,5145,Mid,2,0
2980,2980,Male,4641,Light,3,0
2981,2981,Female,459,Mid,2,0
2982,2982,Male,3553,Light,2,0
2983,2983,Male,7523,Dark,3,0
2984,2984,Female,2267,Mid,3,0
2985,2985,Male,338,Dark,2,0
2986,2986,Male,5606,Light,3,0
2987,2987,Male,6582,Dark,2,0
2988,2988,Male,6861,Light,3,0
2989,2989,Male,7551,Dark,2,0
2990,2990,Male,3256,Dark,2,0
2991,2991,Male,6053,Mid,2,0
2992,2992,Male,3954,Light,3,0
2993,2993,Male,5028,Light,3,0
2994,2994,Female,1179,Dark,3,0
2995,2995,Male,4501,Dark,1,0
2996,2996,Male,5483,Dark,2,0
2997,2997,Female,2572,Dark,2,0
2998,2998,Male,3881,Mid,3,0
2999,2999,Male,5156,Mid,3,0
3000,3000,Male,7044,Mid,2,0
3001,3001,Male,2328,Dark,2,0
3002,3002,Female,5394,Dark,2,0
3003,3003,Male,5975,Dark,2,0
3004,3004,Female,9219,Mid,4,0
3005,3005,Female,475,Mid,2,0
3006,3006,Male,6025,Mid,2,0
3007,3007,Male,6514,Mid,2,0
3008,3008,Female,3699,Dark,2,0
3009,3009,Male,3352,Dark,5,0
3010,3010,Male,2261,Mid,2,0
3011,3011,Male,23,Dark,6,1
3012,3012,Male,3471,Light,2,0
3013,3013,Male,3406,Mid,3,0
3014,3014,Male,9496,Dark,3,0
3015,3015,Female,447,Mid,3,0
3016,3016,Male,4266,Light,4,1
3017,3017,Male,1787,Dark,4,1
3018,3018,Male,7053,Albino,3,0
3019,3019,Male,6206,Light,3,0
3020,3020,Male,6315,Mid,3,0
3021,3021,Male,5507,Mid,3,0
3022,3022,Male,4946,Light,2,0
3023,3023,Male,9896,Mid,3,0
3024,3024,Male,7979,Albino,2,0
3025,3025,Female,8493,Dark,3,0
3026,3026,Female,1175,Light,2,0
3027,3027,Male,5011,Light,3,0
3028,3028,Male,9746,Albino,3,0
3029,3029,Female,1994,Light,3,0
3030,3030,Female,8586,Mid,2,0
3031,3031,Female,3709,Mid,2,0
3032,3032,Female,981,Light,2,0
3033,3033,Male,7503,Mid,3,0
3034,3034,Female,5827,Dark,3,0
3035,3035,Male,5592,Mid,3,0
3036,3036,Male,6338,Dark,3,0
3037,3037,Female,2400,Dark,2,0
3038,3038,Female,941,Albino,3,0
3039,3039,Male,4797,Dark,3,0
3040,3040,Male,5100,Mid,3,0
3041,3041,Male,3174,Mid,2,0
3042,3042,Female,8519,Dark,3,0
3043,3043,Female,1519,Light,3,0
3044,3044,Female,2606,Mid,2,0
3045,3045,Male,7783,Light,3,0
3046,3046,Male,8156,Light,3,0
3047,3047,Male,9507,Light,3,0
3048,3048,Male,8437,Light,2,0
3049,3049,Male,4908,Light,2,0
3050,3050,Female,9808,Mid,2,0
3051,3051,Female,2377,Light,3,0
3052,3052,Male,3524,Light,3,0
3053,3053,Male,7386,Albino,3,0
3054,3054,Male,8311,Mid,2,0
3055,3055,Male,5044,Albino,3,0
3056,3056,Male,4713,Albino,3,0
3057,3057,Female,698,Dark,3,0
