,id,types,rarity,skin,total_traits,traits,total_hidden_traits,hidden_traits
302,2302,Male,6154,Mid,2,"Chinstrap,Peak Spike",0,
303,2303,Male,3790,Mid,3,"Chinstrap,Fedora,Small Shades",0,
304,2304,Male,1834,Albino,3,"Big Beard,Crazy Hair,Regular Shades",0,
305,2305,Female,9460,Light,2,"Cigarette,Frumpy Hair",0,
306,2306,Zombie,551,Zombie,3,"Cigarette,Earring,Mohawk Thin",0,
307,2307,Male,5260,Dark,2,"Cap,Frown",0,
308,2308,Male,5322,Dark,2,"Frown,Wild Hair",0,
309,2309,Male,6065,Mid,3,"Earring,Front Beard,Frumpy Hair",0,
310,2310,Male,4832,Mid,3,"Big Shades,Chinstrap,Hoodie",0,
311,2311,Male,4970,Light,3,"Earring,Hoodie,Shadow Beard",1,Earring
312,2312,Female,603,Dark,1,Pigtails,0,
313,2313,Male,8736,Mid,3,"Crazy Hair,Earring,Shadow Beard",0,
314,2314,Male,4275,Albino,3,"Do-rag,Shadow Beard,Smile",0,
315,2315,Male,9777,Light,3,"Nerd Glasses,Shadow Beard,Stringy Hair",0,
316,2316,Female,7121,Light,2,"Cap,Eye Mask",0,
317,2317,Male,7033,Mid,2,"Mohawk Thin,Normal Beard",0,
318,2318,Female,1982,Light,3,"Blue Eye Shadow,Half Shaved,Purple Lipstick",0,
319,2319,Male,1001,Mid,5,"Bandana,Frown,Nerd Glasses,Rosy Cheeks,Shadow Beard",0,
320,2320,Male,7200,Mid,3,"Bandana,Cigarette,Eye Mask",0,
321,2321,Female,2192,Dark,2,"Clown Eyes Green,Half Shaved",0,
322,2322,Female,2671,Light,3,"Hot Lipstick,Mole,Straight Hair Dark",0,
323,2323,Male,8249,Mid,3,"Earring,Headband,Small Shades",0,
324,2324,Female,2348,Dark,2,"Black Lipstick,Blonde Bob",0,
325,2325,Male,4929,Albino,3,"Earring,Hoodie,VR",1,Earring
326,2326,Male,2637,Dark,2,"Clown Hair Green,Horned Rim Glasses",0,
327,2327,Male,3805,Albino,4,"Earring,Eye Mask,Fedora,Mustache",0,
328,2328,Female,9087,Light,2,"Eye Patch,Mohawk Thin",0,
329,2329,Zombie,532,Zombie,2,"Earring,Peak Spike",0,
330,2330,Female,9242,Albino,3,"Black Lipstick,Mohawk,Mole",0,
331,2331,Male,9651,Light,3,"Cigarette,Horned Rim Glasses,Messy Hair",0,
332,2332,Male,3788,Mid,2,"Fedora,Front Beard",0,
333,2333,Male,3542,Light,3,"Bandana,Medical Mask,Small Shades",0,
334,2334,Female,7139,Mid,2,"Eye Mask,Knitted Cap",0,
335,2335,Male,5542,Light,3,"Crazy Hair,Earring,Handlebars",0,
336,2336,Male,2453,Light,3,"Clown Hair Green,Clown Nose,Earring",0,
337,2337,Male,9328,Albino,2,"Earring,Mohawk",0,
338,2338,Zombie,537,Zombie,1,Mohawk Thin,0,
339,2339,Female,9254,Dark,2,"Black Lipstick,Mohawk Thin",0,
340,2340,Male,9701,Light,2,"Messy Hair,Mole",0,
341,2341,Male,6793,Dark,3,"Big Shades,Headband,Normal Beard Black",0,
342,2342,Male,7534,Light,4,"Big Shades,Earring,Mole,Shaved Head",0,
343,2343,Male,6837,Dark,4,"Classic Shades,Earring,Mohawk Thin,Normal Beard Black",0,
344,2344,Male,5194,Mid,4,"Bandana,Clown Eyes Blue,Frown,Luxurious Beard",1,Frown
345,2345,Male,7560,Mid,2,"Big Shades,Do-rag",0,
346,2346,Female,2753,Dark,3,"Black Lipstick,Green Eye Shadow,Straight Hair",0,
347,2347,Male,9481,Mid,2,"Eye Patch,Wild Hair",0,
348,2348,Male,6002,Mid,3,"Front Beard,Mohawk Thin,Small Shades",0,
349,2349,Male,5873,Light,2,"Peak Spike,Vape",0,
350,2350,Male,6334,Mid,4,"Luxurious Beard,Mole,Peak Spike,Small Shades",1,Mole
351,2351,Female,7144,Dark,2,"Eye Mask,Mohawk Dark",0,
352,2352,Male,9426,Mid,2,"Frumpy Hair,Nerd Glasses",0,
353,2353,Male,2856,Mid,3,"Purple Hair,Silver Chain,VR",0,
354,2354,Male,8465,Dark,2,"Bandana,Clown Eyes Green",0,
355,2355,Male,6409,Light,2,"Crazy Hair,Luxurious Beard",0,
356,2356,Male,4972,Mid,4,"Cigarette,Earring,Hoodie,Regular Shades",1,Earring
357,2357,Male,6845,Albino,3,"Mohawk Thin,Mole,Normal Beard Black",1,Mole
358,2358,Female,9877,Light,4,"Bandana,Classic Shades,Earring,Purple Lipstick",0,
359,2359,Female,1702,Mid,4,"Cigarette,Earring,Mole,Wild Blonde",0,
360,2360,Female,1283,Albino,3,"Clown Eyes Blue,Earring,Wild White Hair",1,Earring
361,2361,Female,8697,Light,2,"Headband,Hot Lipstick",0,
362,2362,Male,1023,Dark,4,"Bandana,Front Beard Dark,Rosy Cheeks,Small Shades",0,
363,2363,Male,6973,Mid,3,"Headband,Nerd Glasses,Normal Beard",0,
364,2364,Male,912,Light,3,"Cap Forward,Muttonchops,Spots",0,
365,2365,Male,6591,Light,4,"Earring,Mustache,Nerd Glasses,Peak Spike",0,
366,2366,Male,9215,Mid,2,"Horned Rim Glasses,Mohawk",0,
367,2367,Male,8025,Albino,1,Cap,0,
368,2368,Female,244,Mid,2,"Purple Lipstick,Tiara",0,
369,2369,Male,6773,Dark,3,"Cap,Classic Shades,Normal Beard Black",0,
370,2370,Female,2415,Mid,2,"Cigarette,Half Shaved",0,
371,2371,Female,588,Mid,2,"Green Eye Shadow,Pigtails",0,
372,2372,Female,1126,Mid,2,"Blonde Short,Green Eye Shadow",0,
373,2373,Male,4011,Light,2,"Muttonchops,Police Cap",0,
374,2374,Male,7544,Light,3,"Do-rag,Earring,Horned Rim Glasses",0,
375,2375,Male,2526,Light,4,"Clown Hair Green,Earring,Mustache,Pipe",0,
376,2376,Male,5538,Mid,2,"Handlebars,Headband",0,
377,2377,Male,1016,Mid,3,"Classic Shades,Front Beard,Rosy Cheeks",0,
378,2378,Male,5593,Light,3,"Handlebars,Mole,Wild Hair",0,
379,2379,Male,5235,Light,2,"Do-rag,Frown",0,
380,2380,Female,2098,Light,3,"Black Lipstick,Eye Mask,Red Mohawk",0,
381,2381,Female,1337,Dark,2,"Cigarette,Wild White Hair",0,
382,2382,Female,1492,Dark,2,"Medical Mask,Straight Hair Blonde",0,
383,2383,Male,6298,Dark,3,"3D Glasses,Goat,Shaved Head",0,
384,2384,Female,2794,Light,2,"Clown Eyes Blue,Straight Hair",0,
385,2385,Male,4480,Mid,3,"Classic Shades,Pipe,Shadow Beard",0,
386,2386,Ape,49,Ape,2,"Headband,Small Shades",0,
387,2387,Female,1096,Light,3,"Bandana,Hot Lipstick,Rosy Cheeks",0,
388,2388,Male,8510,Light,3,"Clown Eyes Blue,Earring,Mohawk Dark",0,
389,2389,Male,4645,Light,3,"Cap Forward,Cigarette,Mustache",0,
390,2390,Female,1956,Albino,2,"Half Shaved,Purple Eye Shadow",0,
391,2391,Female,2560,Mid,1,Clown Hair Green,0,
392,2392,Male,8995,Mid,2,"Mohawk Dark,Regular Shades",0,
393,2393,Female,2342,Albino,2,"Black Lipstick,Red Mohawk",0,
394,2394,Female,455,Albino,2,"Mohawk,Welding Goggles",0,
395,2395,Female,2281,Dark,3,"Black Lipstick,Blonde Bob,Horned Rim Glasses",0,
396,2396,Female,8060,Light,1,Mohawk Dark,0,
397,2397,Female,2317,Dark,4,"Earring,Nerd Glasses,Purple Lipstick,Red Mohawk",0,
398,2398,Female,5660,Dark,4,"Blue Eye Shadow,Cigarette,Mohawk,Mole",0,
399,2399,Male,7138,Light,2,"Eye Mask,Knitted Cap",0,
400,2400,Female,3464,Light,2,"Gold Chain,Messy Hair",0,
401,2401,Male,4053,Mid,3,"Earring,Police Cap,Regular Shades",0,
402,2402,Male,9753,Light,3,"Bandana,Earring,Eye Patch",0,
403,2403,Female,8681,Dark,2,"Black Lipstick,Headband",0,
404,2404,Male,6127,Dark,3,"Chinstrap,Do-rag,Small Shades",0,
405,2405,Male,7301,Light,3,"Earring,Goat,Mohawk Dark",0,
406,2406,Male,2878,Dark,2,"Luxurious Beard,Silver Chain",0,
407,2407,Female,5651,Mid,2,"Blue Eye Shadow,Knitted Cap",0,
408,2408,Male,8145,Mid,3,"Cap,Cigarette,Eye Patch",0,
409,2409,Female,962,Dark,2,"Mohawk Thin,Spots",0,
410,2410,Male,6290,Mid,3,"Eye Mask,Luxurious Beard,Shaved Head",0,
411,2411,Female,1729,Dark,2,"Hot Lipstick,Straight Hair Blonde",0,
412,2412,Male,4607,Mid,3,"Cap Forward,Classic Shades,Front Beard",0,
413,2413,Female,5799,Light,4,"Cigarette,Green Eye Shadow,Mole,Wild Hair",0,
414,2414,Male,4542,Light,1,Earring,0,
415,2415,Male,974,Mid,2,"Messy Hair,Spots",0,
416,2416,Male,3816,Dark,2,"Fedora,Normal Beard Black",0,
417,2417,Male,6961,Light,3,"Crazy Hair,Normal Beard,Small Shades",0,
418,2418,Female,6532,Light,2,"3D Glasses,Messy Hair",0,
419,2419,Male,352,Mid,3,"Buck Teeth,Front Beard,Frumpy Hair",0,
420,2420,Male,4046,Light,3,"Earring,Police Cap,Shadow Beard",0,
421,2421,Male,4238,Dark,3,"Headband,Smile,Vape",0,
422,2422,Female,655,Dark,2,"Earring,Pigtails",0,
423,2423,Male,2883,Dark,3,"Clown Eyes Blue,Hoodie,Silver Chain",0,
424,2424,Zombie,508,Zombie,3,"Bandana,Earring,Frown",0,
425,2425,Female,8536,Mid,2,"Clown Eyes Blue,Mohawk",0,
426,2426,Female,208,Light,3,"Earring,Green Eye Shadow,Tiara",0,
427,2427,Male,9699,Dark,2,"Messy Hair,Mole",0,
428,2428,Female,9379,Light,3,"Cigarette,Frumpy Hair,Regular Shades",0,
429,2429,Female,2496,Mid,3,"Green Eye Shadow,Hot Lipstick,Straight Hair Dark",0,
430,2430,Male,5843,Mid,4,"Bandana,Big Shades,Mustache,Vape",0,
431,2431,Female,8883,Dark,3,"Horned Rim Glasses,Hot Lipstick,Knitted Cap",0,
432,2432,Female,1320,Light,2,"Black Lipstick,Wild White Hair",0,
433,2433,Male,5611,Mid,3,"Classic Shades,Handlebars,Stringy Hair",0,
434,2434,Male,5868,Light,3,"Eye Patch,Peak Spike,Vape",0,
435,2435,Male,4981,Dark,3,"Earring,Hoodie,Horned Rim Glasses",1,Earring
436,2436,Female,1200,Mid,3,"Blonde Short,Earring,Purple Lipstick",0,
437,2437,Male,6350,Dark,2,"3D Glasses,Peak Spike",0,
438,2438,Male,6364,Dark,2,"Cap,Luxurious Beard",0,
439,2439,Male,1389,Light,2,"3D Glasses,Cowboy Hat",0,
440,2440,Male,4202,Light,2,"Clown Nose,Stringy Hair",0,
441,2441,Male,4224,Mid,3,"Hoodie,Smile,Vape",0,
442,2442,Female,5696,Mid,3,"Blue Eye Shadow,Messy Hair,Purple Lipstick",0,
443,2443,Male,3249,Dark,2,"Horned Rim Glasses,Purple Hair",0,
444,2444,Male,3906,Light,2,"Earring,Fedora",0,
445,2445,Female,4523,Dark,1,Mole,0,
446,2446,Male,8724,Light,3,"Classic Shades,Crazy Hair,Earring",0,
447,2447,Female,8572,Light,4,"Black Lipstick,Clown Eyes Blue,Earring,Stringy Hair",0,
448,2448,Male,8192,Dark,2,"Cap,Horned Rim Glasses",0,
449,2449,Male,3484,Dark,3,"Big Shades,Medical Mask,Police Cap",0,
450,2450,Male,3519,Dark,4,"Eye Patch,Luxurious Beard,Medical Mask,Mohawk Thin",0,
451,2451,Male,9184,Dark,3,"Big Shades,Cigarette,Mohawk Thin",0,
452,2452,Male,3546,Light,4,"Earring,Headband,Horned Rim Glasses,Medical Mask",0,
453,2453,Male,6022,Light,3,"Crazy Hair,Earring,Front Beard",0,
454,2454,Female,1543,Light,3,"Green Eye Shadow,Purple Lipstick,Straight Hair Blonde",0,
455,2455,Female,1721,Light,3,"Cigarette,Hot Lipstick,Straight Hair Blonde",0,
456,2456,Male,6960,Light,2,"Cap,Normal Beard",0,
457,2457,Male,5172,Mid,3,"Bandana,Earring,Front Beard Dark",0,
458,2458,Male,8870,Dark,2,"Knitted Cap,Shadow Beard",0,
459,2459,Male,7289,Albino,3,"Big Shades,Goat,Knitted Cap",0,
460,2460,Ape,42,Ape,2,"Bandana,VR",0,
461,2461,Female,8485,Mid,3,"Clown Eyes Blue,Crazy Hair,Earring",0,
462,2462,Female,8567,Dark,2,"Clown Eyes Blue,Messy Hair",0,
463,2463,Male,1818,Dark,3,"Big Beard,Cap,Mole",0,
464,2464,Male,4851,Mid,3,"Earring,Hoodie,Luxurious Beard",1,Earring
465,2465,Male,6427,Mid,3,"Earring,Knitted Cap,Luxurious Beard",0,
466,2466,Male,4366,Mid,2,"Smile,Wild Hair",0,
467,2467,Female,3671,Mid,3,"Clown Eyes Blue,Hot Lipstick,Tassle Hat",0,
468,2468,Male,7624,Dark,3,"Knitted Cap,Muttonchops,VR",0,
469,2469,Male,4385,Mid,4,"Bandana,Earring,Horned Rim Glasses,Smile",0,
470,2470,Male,6536,Light,3,"Eye Patch,Luxurious Beard,Stringy Hair",0,
471,2471,Male,4387,Dark,2,"Bandana,Smile",0,
472,2472,Male,6605,Mid,4,"Cap,Earring,Horned Rim Glasses,Mustache",0,
473,2473,Male,6422,Albino,2,"Knitted Cap,Luxurious Beard",0,
474,2474,Male,7810,Light,4,"Earring,Mole,Nerd Glasses,Peak Spike",0,
475,2475,Female,2454,Dark,2,"Clown Hair Green,Clown Nose",0,
476,2476,Female,2277,Light,2,"Half Shaved,Regular Shades",0,
477,2477,Male,4655,Albino,2,"Cap Forward,Normal Beard Black",0,
478,2478,Female,157,Dark,2,"Pilot Helmet,Pipe",0,
479,2479,Male,827,Light,1,Top Hat,0,
480,2480,Male,5913,Dark,2,"Mohawk Dark,Vape",0,
481,2481,Female,9909,Mid,2,"Bandana,Regular Shades",0,
482,2482,Male,3817,Light,2,"Fedora,Normal Beard Black",0,
483,2483,Male,9002,Mid,3,"Earring,Horned Rim Glasses,Mohawk Dark",0,
484,2484,Zombie,555,Zombie,2,"Classic Shades,Wild Hair",0,
485,2485,Male,3261,Dark,2,"Cigarette,Purple Hair",0,
486,2486,Female,5405,Dark,3,"Earring,Frumpy Hair,Purple Eye Shadow",1,Earring
487,2487,Female,8050,Dark,1,Knitted Cap,0,
488,2488,Female,2578,Mid,2,"Clown Eyes Green,Clown Hair Green",0,
489,2489,Male,4744,Dark,3,"Cap Forward,Earring,Shadow Beard",0,
490,2490,Male,2124,Dark,4,"Pipe,Shadow Beard,Small Shades,Vampire Hair",0,
491,2491,Ape,43,Ape,1,Cap,0,
492,2492,Male,1800,Mid,3,"Big Beard,Do-rag,Horned Rim Glasses",0,
493,2493,Male,9116,Light,2,"Classic Shades,Mohawk",0,
494,2494,Male,4254,Light,3,"3D Glasses,Mohawk Dark,Smile",0,
495,2495,Male,2504,Albino,4,"Clown Hair Green,Earring,Mustache,Vape",0,
496,2496,Female,2019,Mid,4,"Blonde Bob,Cigarette,Earring,Green Eye Shadow",1,Earring
497,2497,Male,5455,Mid,4,"Handlebars,Horned Rim Glasses,Vape,Wild Hair",0,
498,2498,Male,7472,Dark,4,"Cigarette,Classic Shades,Do-rag,Shadow Beard",0,
499,2499,Male,6869,Albino,3,"Earring,Normal Beard Black,Wild Hair",0,
500,2500,Male,6042,Light,3,"Front Beard,Mohawk,Regular Shades",0,
501,2501,Male,4009,Mid,3,"Earring,Muttonchops,Police Cap",0,
502,2502,Female,624,Mid,3,"Earring,Pigtails,Regular Shades",0,
503,2503,Male,6074,Dark,3,"Earring,Front Beard,Wild Hair",0,
504,2504,Male,7587,Mid,3,"Cigarette,Do-rag,Earring",0,
505,2505,Male,6191,Dark,4,"Chinstrap,Crazy Hair,Earring,Eye Patch",0,
506,2506,Male,5940,Light,2,"Vape,Wild Hair",0,
507,2507,Female,9247,Light,3,"Black Lipstick,Cigarette,Mohawk",0,
508,2508,Male,4018,Albino,1,Police Cap,0,
509,2509,Male,769,Mid,2,"Front Beard Dark,Top Hat",0,
510,2510,Male,3453,Light,3,"Eye Patch,Frumpy Hair,Gold Chain",0,
511,2511,Male,9331,Dark,2,"Earring,Mohawk",0,
512,2512,Male,8162,Mid,3,"Cap,Regular Shades,Shadow Beard",0,
513,2513,Male,7463,Albino,2,"Do-rag,Eye Patch",0,
514,2514,Female,8830,Albino,2,"Crazy Hair,Earring",0,
515,2515,Female,305,Mid,3,"Earring,Orange Side,Purple Lipstick",1,Earring
516,2516,Female,9303,Dark,2,"Hot Lipstick,Mohawk Thin",0,
517,2517,Female,2426,Mid,2,"Earring,Red Mohawk",0,
518,2518,Male,6677,Dark,4,"Horned Rim Glasses,Mohawk,Mole,Mustache",0,
519,2519,Male,4048,Dark,2,"Police Cap,Shadow Beard",0,
520,2520,Male,6107,Light,3,"Bandana,Front Beard,Horned Rim Glasses",0,
521,2521,Female,9050,Mid,3,"Earring,Mohawk Dark,Purple Lipstick",0,
522,2522,Male,9332,Dark,2,"Earring,Mohawk Thin",0,
523,2523,Female,1662,Light,3,"Big Shades,Purple Lipstick,Straight Hair Blonde",0,
524,2524,Male,7193,Mid,3,"Earring,Eye Mask,Stringy Hair",0,
525,2525,Female,3710,Dark,4,"Black Lipstick,Cigarette,Earring,Tassle Hat",1,Earring
526,2526,Female,4530,Mid,1,Purple Lipstick,0,
527,2527,Female,707,Dark,3,"Cigarette,Clown Eyes Blue,Pink With Hat",0,
528,2528,Male,8949,Mid,3,"Eye Patch,Mohawk Dark,Shadow Beard",0,
529,2529,Male,6675,Mid,3,"Mohawk,Mustache,Regular Shades",0,
530,2530,Female,8941,Albino,2,"Earring,Knitted Cap",0,
531,2531,Female,8010,Dark,3,"Purple Lipstick,Stringy Hair,VR",0,
532,2532,Female,1144,Light,3,"Blonde Short,Clown Eyes Green,Earring",0,
533,2533,Female,2814,Mid,4,"Big Shades,Mole,Purple Lipstick,Straight Hair",0,
534,2534,Male,6323,Dark,2,"Luxurious Beard,Shaved Head",0,
535,2535,Male,7509,Light,3,"Earring,Shadow Beard,Shaved Head",0,
536,2536,Male,1443,Dark,2,"Cowboy Hat,Eye Patch",0,
537,2537,Male,4768,Light,3,"Cap Forward,Earring,Nerd Glasses",0,
538,2538,Male,5970,Dark,3,"Front Beard,Horned Rim Glasses,Shaved Head",0,
539,2539,Male,1777,Light,3,"Big Beard,Cap Forward,Earring",0,
540,2540,Female,169,Light,2,"Black Lipstick,Pilot Helmet",0,
541,2541,Male,2944,Mid,2,"Mohawk Dark,Silver Chain",0,
542,2542,Male,6138,Light,3,"Chinstrap,Do-rag,Earring",0,
543,2543,Female,9691,Light,2,"Black Lipstick,Messy Hair",0,
544,2544,Female,3689,Light,2,"Regular Shades,Tassle Hat",0,
545,2545,Male,9159,Albino,2,"Mohawk,Regular Shades",0,
546,2546,Female,2663,Dark,3,"Black Lipstick,Earring,Straight Hair Dark",1,Earring
547,2547,Male,9998,Light,2,"Bandana,Earring",0,
548,2548,Male,4219,Mid,3,"Cap Forward,Nerd Glasses,Smile",0,
549,2549,Female,166,Light,3,"Black Lipstick,Earring,Pilot Helmet",1,Earring
550,2550,Male,4909,Mid,2,"Goat,Hoodie",0,
551,2551,Female,1915,Light,3,"Medical Mask,Purple Lipstick,Red Mohawk",1,Lipstick
552,2552,Female,5350,Light,3,"Earring,Headband,Purple Eye Shadow",0,
553,2553,Male,7140,Mid,2,"Eye Mask,Knitted Cap",0,
554,2554,Female,8544,Light,2,"Clown Eyes Blue,Frumpy Hair",0,
555,2555,Female,7991,Light,2,"VR,Wild Hair",0,
556,2556,Male,7522,Dark,3,"Do-rag,Earring,Regular Shades",0,
557,2557,Male,7218,Dark,3,"Do-rag,Goat,Mole",0,
558,2558,Female,8479,Light,2,"Clown Eyes Blue,Headband",0,
559,2559,Male,8308,Mid,3,"Earring,Messy Hair,Small Shades",0,
560,2560,Zombie,511,Zombie,4,"Earring,Front Beard,Headband,VR",0,
561,2561,Male,4784,Dark,2,"Cap Forward,Earring",0,
562,2562,Female,5750,Mid,4,"Cigarette,Green Eye Shadow,Hot Lipstick,Knitted Cap",0,
563,2563,Female,9329,Dark,2,"Earring,Mohawk",0,
564,2564,Male,6114,Mid,2,"Bandana,Front Beard",0,
565,2565,Male,9121,Dark,3,"Mohawk Thin,Regular Shades,Shadow Beard",0,
566,2566,Zombie,521,Zombie,2,"Messy Hair,Normal Beard",0,
567,2567,Male,3811,Light,3,"Cigarette,Fedora,Mustache",0,
568,2568,Male,9571,Light,2,"Mole,Wild Hair",0,
569,2569,Male,7457,Mid,3,"Eye Patch,Shadow Beard,Shaved Head",0,
570,2570,Male,6587,Mid,3,"Mustache,Peak Spike,VR",0,
571,2571,Male,4218,Mid,3,"Cap Forward,Regular Shades,Smile",0,
572,2572,Male,2047,Albino,3,"3D Glasses,Front Beard,Vampire Hair",0,
573,2573,Male,2157,Albino,1,Vampire Hair,0,
574,2574,Male,3197,Dark,3,"Earring,Goat,Purple Hair",1,Earring
575,2575,Male,8587,Mid,2,"Clown Eyes Blue,Stringy Hair",0,
576,2576,Male,4512,Albino,1,Big Shades,0,
577,2577,Male,7197,Dark,3,"Bandana,Eye Mask,Shadow Beard",0,
578,2578,Female,4539,Dark,1,Earring,0,
579,2579,Male,4769,Light,2,"Cap Forward,Nerd Glasses",0,
580,2580,Male,6595,Mid,2,"Mustache,Peak Spike",0,
581,2581,Male,1380,Albino,3,"Chinstrap,Cowboy Hat,Regular Shades",0,
582,2582,Male,7368,Albino,3,"Bandana,Earring,Goat",0,
583,2583,Female,8488,Mid,2,"Clown Eyes Blue,Crazy Hair",0,
584,2584,Male,6051,Light,2,"Front Beard,Mohawk Thin",0,
585,2585,Male,1830,Light,3,"Big Beard,Cigarette,Headband",0,
586,2586,Male,5117,Light,3,"Eye Patch,Front Beard Dark,Mohawk",0,
587,2587,Male,5273,Mid,3,"Earring,Frown,Headband",0,
588,2588,Female,898,Albino,4,"Clown Eyes Blue,Earring,Spots,Tassle Hat",1,Earring
589,2589,Female,998,Mid,2,"Dark Hair,Rosy Cheeks",0,
590,2590,Male,3846,Dark,4,"Earring,Fedora,Muttonchops,Nerd Glasses",0,
591,2591,Female,2758,Light,2,"Green Eye Shadow,Straight Hair",0,
592,2592,Male,4702,Light,3,"Cap Forward,Earring,VR",0,
593,2593,Male,7352,Mid,3,"Bandana,Eye Patch,Goat",0,
594,2594,Female,8410,Dark,2,"Clown Eyes Green,Frumpy Hair",0,
595,2595,Male,9761,Dark,4,"Classic Shades,Earring,Mole,Stringy Hair",0,
596,2596,Female,4398,Mid,1,Purple Eye Shadow,0,
597,2597,Male,6684,Dark,2,"Mohawk,Mustache",0,
598,2598,Female,9666,Mid,2,"Horned Rim Glasses,Messy Hair",0,
599,2599,Male,6036,Light,3,"Earring,Front Beard,Mohawk Dark",0,
600,2600,Male,7796,Light,2,"Peak Spike,Regular Shades",0,
601,2601,Female,226,Mid,2,"Clown Eyes Blue,Tiara",0,
602,2602,Female,2043,Dark,2,"Red Mohawk,Vape",0,
603,2603,Male,9810,Mid,2,"Horned Rim Glasses,Stringy Hair",0,
604,2604,Male,5614,Light,2,"Handlebars,Stringy Hair",0,
605,2605,Female,286,Mid,2,"Clown Eyes Green,Orange Side",0,
606,2606,Male,8689,Light,2,"Headband,Mole",0,
607,2607,Male,5531,Mid,3,"Big Shades,Handlebars,Headband",0,
608,2608,Female,877,Albino,4,"Classic Shades,Half Shaved,Hot Lipstick,Spots",0,
609,2609,Male,6989,Albino,3,"Knitted Cap,Normal Beard,Regular Shades",0,
610,2610,Female,8341,Light,3,"Black Lipstick,Clown Eyes Green,Crazy Hair",0,
611,2611,Male,4110,Dark,3,"Clown Nose,Front Beard,Mohawk Thin",0,
612,2612,Male,5500,Light,2,"Handlebars,Peak Spike",0,
613,2613,Female,396,Dark,3,"Mole,Pigtails,Welding Goggles",0,
614,2614,Male,3960,Dark,3,"Clown Eyes Blue,Luxurious Beard,Police Cap",0,
615,2615,Male,8184,Albino,3,"Big Shades,Cap,Earring",0,
616,2616,Male,4865,Mid,2,"Hoodie,Mustache",0,
617,2617,Female,5919,Light,3,"Hot Lipstick,Mohawk Thin,Vape",0,
618,2618,Female,2181,Dark,3,"Clown Eyes Green,Half Shaved,Purple Lipstick",0,
619,2619,Male,3313,Light,5,"Cigarette,Earring,Front Beard Dark,Horned Rim Glasses,Knitted Cap",0,
620,2620,Male,6287,Light,3,"3D Glasses,Normal Beard,Wild Hair",0,
621,2621,Female,317,Light,2,"Earring,Orange Side",1,Earring
622,2622,Female,3402,Light,3,"Blue Eye Shadow,Gold Chain,Messy Hair",0,
623,2623,Female,1305,Dark,4,"Big Shades,Earring,Purple Lipstick,Wild White Hair",1,Earring
624,2624,Female,1336,Light,3,"Cigarette,Earring,Wild White Hair",1,Earring
625,2625,Male,6081,Albino,3,"Front Beard,Messy Hair,Regular Shades",0,
626,2626,Female,746,Light,2,"Hot Lipstick,Pink With Hat",0,
627,2627,Female,7206,Mid,2,"Bandana,Eye Mask",0,
628,2628,Female,9412,Light,3,"Black Lipstick,Frumpy Hair,Nerd Glasses",0,
629,2629,Female,9253,Mid,3,"Black Lipstick,Earring,Mohawk",0,
630,2630,Male,9385,Mid,2,"Frumpy Hair,Regular Shades",0,
631,2631,Male,2871,Dark,3,"Horned Rim Glasses,Police Cap,Silver Chain",0,
632,2632,Male,5291,Albino,4,"Earring,Frown,Mohawk Dark,Mole",0,
633,2633,Male,4973,Dark,2,"Hoodie,Regular Shades",0,
634,2634,Female,2383,Light,2,"Purple Lipstick,Red Mohawk",0,
635,2635,Male,6692,Dark,2,"Frumpy Hair,Mustache",0,
636,2636,Male,4286,Light,2,"Do-rag,Smile",0,
637,2637,Male,3182,Dark,2,"Normal Beard Black,Purple Hair",0,
638,2638,Female,9984,Albino,2,"Bandana,Cigarette",0,
639,2639,Male,3321,Mid,5,"Bandana,Classic Shades,Frown,Pipe,Shadow Beard",0,
640,2640,Male,7504,Albino,3,"Earring,Shadow Beard,Shaved Head",0,
641,2641,Male,1434,Dark,3,"Cigarette,Cowboy Hat,Small Shades",0,
642,2642,Male,6059,Dark,4,"Big Shades,Earring,Front Beard,Frumpy Hair",0,
643,2643,Female,616,Mid,3,"Clown Eyes Blue,Earring,Pigtails",0,
644,2644,Male,4237,Light,3,"Handlebars,Mohawk,Smile",1,Smile
645,2645,Female,1298,Albino,3,"Hot Lipstick,Regular Shades,Wild White Hair",0,
646,2646,Female,281,Mid,1,Orange Side,0,
647,2647,Male,7727,Mid,2,"Frumpy Hair,Muttonchops",0,
648,2648,Male,5325,Dark,3,"Frown,Messy Hair,Shadow Beard",0,
649,2649,Female,1550,Dark,2,"Green Eye Shadow,Wild Blonde",0,
650,2650,Male,2900,Dark,4,"Big Shades,Cap,Mustache,Silver Chain",0,
651,2651,Female,9669,Albino,3,"Black Lipstick,Messy Hair,Nerd Glasses",0,
652,2652,Female,9959,Mid,3,"Bandana,Hot Lipstick,Mole",0,
653,2653,Male,5469,Albino,4,"Do-rag,Earring,Handlebars,Horned Rim Glasses",0,
654,2654,Female,2631,Albino,3,"Big Shades,Earring,Straight Hair Dark",1,Earring
655,2655,Male,4113,Mid,3,"Chinstrap,Clown Nose,Shaved Head",0,
656,2656,Male,4400,Dark,1,Handlebars,0,
657,2657,Male,3282,Light,5,"Clown Nose,Fedora,Pipe,Regular Shades,Smile",0,
658,2658,Female,1950,Light,3,"Hot Lipstick,Purple Eye Shadow,Red Mohawk",0,
659,2659,Female,5429,Mid,4,"Earring,Mole,Purple Eye Shadow,Stringy Hair",0,
660,2660,Female,1604,Dark,2,"Clown Eyes Green,Straight Hair Blonde",0,
661,2661,Male,8799,Mid,3,"Crazy Hair,Earring,Mole",0,
